FIPS,EDU_PESS_Districts,EDU_PESS_Schools,EDU_PESS_Local_Inst,EDU_PESS_Students
46003,2,8,8,605
46005,2,12,12,3024
46007,1,3,3,497
46009,4,15,15,1094
46011,4,19,19,4563
46013,6,22,20,5654
46015,2,8,8,1222
46017,,,,
46019,2,8,8,1683
46021,1,3,3,117
46023,4,13,13,1809
46025,2,12,12,596
46027,1,4,4,1437
46029,5,18,17,4687
46031,3,9,9,838
46033,2,7,7,893
46035,4,15,15,3224
46037,2,6,6,752
46039,1,3,3,685
46041,2,4,3,465
46043,2,6,6,301
46045,3,12,12,694
46047,3,8,8,1124
46049,1,6,6,317
46051,3,9,9,1087
46053,3,9,9,698
46055,2,4,4,339
46057,4,10,10,1357
46059,1,4,4,455
46061,1,6,6,649
46063,1,5,5,195
46065,3,5,5,2695
46067,4,21,21,1247
46069,1,3,3,264
46071,1,5,5,333
46073,1,7,7,355
46075,1,3,3,188
46077,4,14,14,1047
46079,5,19,19,2087
46081,2,12,12,3167
46083,4,21,21,7762
46085,1,4,4,428
46087,4,14,14,1010
46089,2,9,9,315
46091,2,10,10,639
46093,3,18,15,3347
46095,1,4,4,449
46097,1,4,4,363
46099,9,71,68,32894
46101,2,7,7,932
46102,1,6,6,1498
46103,5,41,41,17161
46105,2,6,6,419
46107,2,6,6,358
46109,4,12,12,1514
46111,2,6,6,429
46115,4,20,20,1205
46117,1,4,4,435
46119,1,4,4,220
46121,1,12,12,1919
46123,2,7,7,931
46125,5,16,16,1377
46127,5,13,13,2971
46129,3,7,7,866
46135,2,9,9,3155
46137,2,9,9,625
47001,3,26,26,11945
47003,1,14,14,8631
47005,1,6,6,2190
47007,1,5,5,1825
47009,3,31,31,18093
47011,2,26,26,15856
47013,1,12,12,5728
47015,1,7,7,1997
47017,6,13,13,4514
47019,2,20,20,8010
47021,1,13,13,6392
47023,1,6,6,2959
47025,1,12,12,4351
47027,1,3,3,1097
47029,2,12,12,5317
47031,3,19,19,8962
47033,3,7,7,3120
47035,1,12,12,7544
47037,3,196,196,85854
47039,1,4,4,1676
47041,1,5,5,3010
47043,1,15,15,8434
47045,2,12,12,6722
47047,1,7,7,3563
47049,2,6,6,2814
47051,1,11,11,6064
47053,5,20,20,9242
47055,1,8,8,3952
47057,1,8,8,3504
47059,2,22,22,9749
47061,1,7,7,2047
47063,1,18,18,10424
47065,1,78,78,44446
47067,1,2,2,967
47069,1,9,9,3746
47071,1,7,7,3617
47073,2,19,19,8077
47075,1,5,5,3001
47077,2,11,11,4903
47079,2,9,9,4774
47081,1,8,8,3383
47083,1,4,4,1401
47085,1,7,7,3020
47087,1,4,4,1526
47089,1,11,11,7375
47091,1,7,7,2133
47093,2,90,90,60522
47095,1,3,3,858
47097,1,7,7,4289
47099,1,12,12,6936
47101,1,4,4,1751
47103,2,11,11,5434
47105,2,12,12,7186
47107,3,15,15,7906
47109,1,8,8,4298
47111,1,8,8,3958
47113,2,24,24,12934
47115,2,11,11,4419
47117,1,10,10,5460
47119,1,21,21,12680
47121,1,4,4,1756
47123,2,16,16,7043
47125,1,39,39,33541
47127,1,2,2,866
47129,1,8,8,3097
47131,2,10,10,5121
47133,1,7,7,3146
47135,1,4,4,1109
47137,1,2,2,719
47139,1,6,6,2414
47141,1,20,20,11373
47143,2,8,8,5285
47145,1,17,17,6715
47147,1,21,21,11486
47149,2,58,58,52614
47151,2,10,10,4261
47153,1,3,3,2276
47155,1,28,28,14713
47157,7,229,229,154735
47159,1,9,9,3129
47161,1,4,4,2057
47163,3,43,43,21224
47165,1,49,49,29479
47167,1,14,14,11176
47169,1,3,3,1289
47171,1,6,6,2366
47173,1,10,10,3749
47175,1,2,2,742
47177,1,11,11,6682
47179,2,27,27,16536
47181,1,7,7,2356
47183,1,10,10,4301
47185,1,9,9,4044
47187,2,52,52,41855
47189,2,26,26,21721
48001,7,25,25,8741
48003,1,6,6,3966
48005,7,44,41,17654
48007,1,5,5,3394
48009,3,8,8,1878
48011,1,2,2,335
48013,5,27,27,8122
48015,3,14,14,5587
48017,1,5,5,1453
48019,2,5,5,2549
48021,4,28,28,15058
48023,1,3,3,595
48025,5,13,12,5378
48027,11,122,108,67170
48029,39,530,454,359001
48031,2,6,6,1717
48033,1,1,1,254
48035,7,10,10,2630
48037,13,47,47,17918
48039,8,96,96,70609
48041,4,52,45,30026
48043,4,6,6,1325
48045,2,2,2,403
48047,1,4,4,1577
48049,7,20,20,6955
48051,3,9,9,2688
48053,2,13,13,7391
48055,3,15,15,7506
48057,1,7,7,4013
48059,4,12,12,2531
48061,10,161,157,106402
48063,2,5,5,2421
48065,4,7,7,1322
48067,7,20,20,5479
48069,3,5,5,1712
48071,3,17,17,8723
48073,6,25,25,11127
48075,1,3,3,1135
48077,4,7,7,1724
48079,2,5,5,734
48081,2,9,9,538
48083,3,6,6,1334
48085,16,278,277,185502
48087,1,3,3,607
48089,3,15,15,3517
48091,2,43,43,25677
48093,4,9,9,2379
48095,2,10,10,477
48097,8,19,19,6773
48099,4,19,19,15162
48101,1,1,1,207
48103,1,3,3,1116
48105,1,3,3,791
48107,3,10,10,1215
48109,1,1,1,425
48111,2,6,6,440
48113,49,750,619,493098
48115,4,8,8,2678
48117,2,11,11,4298
48119,1,3,3,928
48121,16,257,181,158133
48123,5,11,11,4506
48125,2,2,2,383
48127,1,5,5,2213
48129,2,4,4,597
48131,4,9,9,2578
48133,5,15,15,2859
48135,3,46,44,33806
48137,2,3,3,402
48139,11,63,56,37223
48141,16,253,244,177817
48143,8,16,14,5861
48145,4,12,12,2184
48147,9,24,24,5438
48149,5,11,11,3860
48151,2,4,4,540
48153,2,9,9,1268
48155,1,1,1,227
48157,5,194,194,156082
48159,1,4,4,1618
48161,4,14,14,3800
48163,2,7,7,3240
48165,3,8,8,3527
48167,10,115,112,62379
48169,2,5,5,1033
48171,3,10,10,3837
48173,1,2,2,308
48175,1,3,3,1337
48177,3,11,11,4304
48179,4,10,10,4095
48181,13,55,55,22577
48183,9,45,44,20998
48185,4,12,12,4525
48187,4,38,38,27085
48189,5,20,20,7376
48191,1,4,4,523
48193,3,6,6,1686
48195,3,7,7,1419
48197,2,5,5,767
48199,5,22,22,10312
48201,58,1022,894,895352
48203,6,28,28,13317
48205,2,2,2,1931
48207,3,5,5,958
48209,7,50,46,36202
48211,1,4,4,997
48213,8,29,29,10951
48215,22,359,296,225148
48217,12,30,30,6655
48219,6,15,15,4943
48221,3,15,15,8423
48223,7,16,16,6844
48225,5,15,15,3365
48227,3,13,13,5599
48229,3,5,5,605
48231,10,41,41,18585
48233,3,12,12,4227
48235,1,2,2,260
48237,3,6,6,1629
48239,3,11,11,3325
48241,4,13,13,6141
48243,2,2,2,273
48245,10,76,69,43571
48247,1,3,3,1181
48249,5,21,21,8218
48251,10,67,66,33227
48253,5,13,13,2678
48255,4,17,17,2514
48257,7,49,49,26899
48259,3,14,13,8603
48261,1,1,1,75
48263,1,1,1,128
48265,5,19,19,6973
48267,1,3,3,633
48269,1,1,1,112
48271,1,3,3,620
48273,4,14,14,5499
48275,3,6,6,729
48277,5,23,23,8573
48279,5,13,13,3004
48281,2,6,6,3677
48283,1,4,4,1368
48285,7,16,16,2428
48287,3,8,8,3304
48289,5,13,13,3127
48291,7,31,31,16331
48293,3,12,12,4028
48295,4,5,5,812
48297,2,6,6,1744
48299,1,4,4,1944
48301,,,,
48303,11,95,93,50899
48305,4,6,6,1425
48307,3,6,6,1498
48309,23,122,105,45550
48311,1,1,1,265
48313,2,5,5,2684
48315,1,4,4,1262
48317,2,4,4,1247
48319,1,3,3,707
48321,5,18,18,7264
48323,1,24,24,14831
48325,5,19,19,11005
48327,1,3,3,294
48329,4,43,42,28484
48331,6,16,16,4771
48333,3,10,10,837
48335,3,8,8,1480
48337,7,14,14,3334
48339,6,116,116,108165
48341,2,12,12,5084
48343,2,7,7,1975
48345,1,1,1,159
48347,10,30,29,11238
48349,7,22,22,9995
48351,3,8,8,1913
48353,4,12,12,3165
48355,16,115,110,63642
48357,1,6,6,2330
48359,4,8,8,901
48361,5,24,24,15424
48363,6,13,13,4620
48365,4,11,8,3940
48367,9,38,37,22300
48369,4,11,11,2368
48371,3,10,10,3223
48373,6,18,18,6933
48375,4,66,66,25442
48377,2,4,4,1701
48379,1,4,4,1686
48381,2,16,16,22440
48383,1,3,3,851
48385,2,3,1,584
48387,4,11,11,2080
48389,2,6,6,2648
48391,3,7,7,1399
48393,1,1,1,195
48395,5,12,12,3356
48397,2,28,28,18044
48399,4,13,13,2043
48401,8,23,23,11193
48403,3,7,7,2035
48405,2,4,4,1137
48407,2,8,8,3522
48409,7,31,31,14547
48411,3,5,5,1075
48413,1,3,3,570
48415,3,6,6,3346
48417,2,3,3,637
48419,6,14,14,5541
48421,2,4,4,768
48423,9,61,55,35803
48425,2,5,4,1987
48427,3,27,27,17590
48429,1,5,5,1493
48431,1,8,8,291
48433,1,2,2,249
48435,1,4,4,834
48437,3,8,8,1635
48439,27,521,503,380532
48441,6,49,49,24302
48443,1,1,1,146
48445,3,8,8,2438
48447,2,2,2,308
48449,4,14,14,7100
48451,8,64,60,19711
48453,27,286,211,186676
48455,4,9,9,2320
48457,5,14,14,3648
48459,7,23,23,7863
48461,2,5,5,819
48463,4,14,14,5778
48465,2,13,13,11119
48467,8,29,28,9992
48469,4,33,33,15612
48471,5,16,15,8751
48473,3,17,17,6649
48475,2,7,7,2470
48477,2,9,9,5411
48479,4,80,78,70064
48481,5,18,18,8510
48483,4,6,6,1125
48485,6,45,45,20735
48487,3,8,8,2368
48489,4,14,14,4355
48491,14,160,154,103340
48493,4,19,19,8869
48495,2,5,5,1822
48497,7,25,25,11230
48499,6,18,18,6218
48501,2,7,7,2186
48503,3,10,10,3419
48505,1,6,6,3561
48507,2,7,7,2557
49001,1,7,7,1549
49003,2,25,24,12290
49005,8,42,36,26135
49007,3,11,10,3971
49009,1,4,4,209
49011,16,108,91,82573
49013,1,14,14,4221
49015,1,10,10,2287
49017,1,9,9,982
49019,2,5,4,1664
49021,4,20,17,10324
49023,2,10,10,2790
49025,1,10,10,1342
49027,1,10,10,2967
49029,1,5,5,3045
49031,1,5,5,308
49033,1,5,5,502
49035,49,302,252,217970
49037,1,12,12,3107
49039,2,16,16,5942
49041,2,15,15,4750
49043,5,22,20,8488
49045,4,28,26,15949
49047,3,15,13,8858
49049,29,177,152,146055
49051,3,9,8,7045
49053,7,54,49,33905
49055,1,4,4,491
49057,13,83,68,50082
50001,28,21,20,4652
50003,27,17,16,4283
50005,19,13,13,3160
50007,29,51,50,22333
50009,21,4,4,563
50011,21,22,22,8137
50013,6,5,5,654
50015,12,15,15,3729
50017,20,19,19,3967
50019,28,21,21,3952
50021,28,34,34,7810
50023,31,27,27,8153
50025,34,27,27,5503
50027,36,33,32,7238
51001,1,13,13,5262
51003,3,3,0,13044
51005,3,7,5,2244
51007,2,4,3,1808
51009,3,11,10,4139
51011,1,4,4,2304
51013,1,39,39,26176
51015,5,24,20,10384
51017,1,3,3,562
51019,1,22,22,9702
51021,1,2,2,771
51023,2,14,13,4654
51025,2,6,5,1720
51027,1,10,10,2922
51029,1,5,5,2054
51031,1,15,15,8020
51033,1,5,5,4299
51035,3,13,11,3836
51036,1,2,2,679
51037,2,6,5,1924
51041,1,66,66,60060
51043,1,4,4,1995
51045,1,2,2,615
51047,1,11,11,8202
51049,1,4,4,1364
51051,1,5,5,2189
51053,3,9,7,4394
51057,2,4,3,1406
51059,4,224,222,182827
51061,3,22,20,11065
51063,1,5,5,2042
51065,3,7,5,3588
51067,1,16,16,7352
51069,1,1,0,11778
51071,1,6,6,2401
51073,2,10,9,5500
51075,2,5,5,2594
51077,1,8,8,1644
51079,1,7,7,3177
51081,,,,1829
51083,1,12,12,5187
51085,1,26,26,18039
51087,1,81,81,52354
51089,4,17,14,7508
51091,1,2,2,218
51093,1,9,9,5451
51095,1,1,0,10258
51097,1,3,3,852
51099,1,5,5,4346
51101,3,8,7,3005
51103,1,3,3,1221
51105,1,11,11,3262
51107,1,92,92,78324
51109,1,6,6,4864
51111,1,4,4,1563
51113,1,4,4,1741
51115,1,3,3,1091
51117,1,9,9,4424
51119,1,3,3,1240
51121,2,22,21,9674
51125,1,4,4,1898
51127,2,6,4,3156
51131,2,6,5,1668
51133,2,4,3,1302
51135,2,7,6,2165
51137,1,11,11,5109
51139,1,10,10,3438
51141,1,7,7,2752
51143,2,20,19,9182
51145,2,8,7,4266
51147,1,4,4,2134
51149,2,9,8,6446
51153,3,95,93,88689
51155,2,10,9,4270
51157,1,2,2,866
51159,3,6,3,1314
51161,1,28,28,13654
51163,1,6,6,1679
51165,,,,11645
51167,2,15,14,3979
51169,2,15,14,3732
51171,2,11,10,6007
51173,2,15,14,4505
51175,1,7,7,2750
51177,2,35,34,23597
51179,2,32,31,28386
51181,1,3,3,826
51183,1,3,3,1106
51185,1,16,16,5959
51187,1,8,8,5385
51191,2,17,16,7264
51193,2,6,6,2300
51195,2,15,14,5889
51197,2,14,13,4220
51199,2,19,19,12682
53001,5,15,15,5007
53003,2,11,11,3391
53005,6,63,63,37019
53007,8,39,39,13135
53009,5,28,28,10607
53011,13,139,135,80375
53013,2,4,4,452
53015,6,44,44,17173
53017,7,24,24,7568
53019,5,12,12,874
53021,5,35,33,20110
53023,1,2,2,308
53025,9,54,54,20153
53027,13,41,41,10465
53029,3,23,23,8927
53031,5,15,15,2642
53033,28,490,480,283794
53035,8,78,75,36268
53037,7,19,19,5204
53039,10,21,21,3151
53041,14,46,45,12106
53043,8,15,15,2078
53045,7,21,21,8289
53047,8,30,30,11036
53049,6,21,21,3097
53051,3,9,9,1598
53053,20,277,271,135298
53055,4,14,14,1855
53057,8,53,49,19248
53059,4,8,8,1759
53061,16,248,247,117895
53063,18,180,174,75181
53065,12,40,40,7026
53067,10,81,80,43019
53069,1,2,2,441
53071,7,28,28,8842
53073,8,72,72,27273
53075,14,26,26,4814
53077,16,108,108,54233
54001,1,9,9,2324
54003,1,32,32,19033
54005,1,13,13,4208
54007,1,8,8,2039
54009,1,10,10,2965
54011,1,26,26,12943
54013,1,4,4,1051
54015,1,6,6,1938
54017,1,4,4,1180
54019,1,18,18,6501
54021,1,3,3,839
54023,1,5,5,1681
54025,1,14,14,4998
54027,2,13,10,3427
54029,1,8,8,4064
54031,1,6,6,2381
54033,1,27,27,10725
54035,1,13,13,4727
54037,1,16,16,9202
54039,2,92,69,26650
54041,1,6,6,2561
54043,1,8,8,3540
54045,1,18,18,5846
54047,1,11,11,3200
54049,1,22,22,8174
54051,1,14,14,4607
54053,1,12,12,4152
54055,1,28,28,9229
54057,1,14,14,4165
54059,1,11,11,4200
54061,1,19,19,11454
54063,1,5,5,1829
54065,1,7,7,2323
54067,1,14,14,3795
54069,1,13,13,5387
54071,1,4,4,931
54073,1,5,5,1137
54075,1,5,5,1061
54077,1,10,10,4513
54079,1,23,23,9715
54081,1,29,29,12180
54083,1,16,16,4123
54085,1,6,6,1444
54087,1,5,5,2304
54089,1,5,5,1559
54091,1,6,6,2456
54093,1,3,3,1009
54095,1,4,4,1309
54097,1,10,10,3785
54099,1,20,20,7135
54101,1,4,4,1396
54103,1,9,9,2554
54105,1,3,3,1025
54107,1,29,29,12904
54109,1,14,14,3977
55001,1,5,5,1556
55003,4,12,12,2720
55005,9,37,37,7724
55007,4,12,12,1566
55009,10,83,82,44443
55011,4,11,11,1921
55013,3,10,10,2597
55015,6,15,15,7132
55017,7,24,24,9063
55019,8,20,20,4832
55021,9,32,32,10271
55023,4,14,14,2240
55025,18,192,154,76704
55027,9,33,33,11374
55029,5,17,17,3449
55031,3,14,14,6281
55033,4,16,16,6139
55035,4,34,34,14344
55037,1,3,3,369
55039,6,41,41,13808
55041,3,7,7,1529
55043,11,28,28,7037
55045,6,19,19,5867
55047,4,10,10,3067
55049,5,14,14,3792
55051,2,3,3,733
55053,3,10,10,2905
55055,8,37,37,10696
55057,5,19,19,3715
55059,12,53,53,28813
55061,3,10,10,3590
55063,6,38,38,16404
55065,7,16,16,2727
55067,3,13,13,2835
55069,3,12,12,4601
55071,6,29,29,10616
55073,9,49,49,19745
55075,8,24,24,6025
55077,2,9,9,1829
55078,1,3,3,839
55079,37,284,264,136282
55081,4,28,28,7077
55083,6,18,18,4713
55085,4,15,15,4046
55087,8,77,77,32326
55089,5,28,28,12685
55091,2,4,4,1188
55093,6,25,25,7657
55095,8,26,26,7205
55097,4,28,28,9703
55099,3,12,12,1639
55101,13,59,58,29104
55103,2,9,9,1889
55105,8,63,63,27829
55107,3,9,9,1815
55109,6,28,28,14442
55111,6,37,37,10112
55113,2,10,10,2215
55115,6,17,17,5406
55117,9,51,51,19033
55119,3,10,10,3335
55121,7,23,23,5856
55123,6,22,22,4068
55125,5,13,13,2653
55127,17,41,40,16049
55129,4,17,17,2434
55131,9,38,38,19973
55133,21,112,110,61744
55135,7,28,28,8410
55137,3,10,10,2695
55139,6,52,52,22891
55141,6,34,34,11850
56001,2,19,18,4023
56003,4,16,16,2561
56005,3,24,22,8726
56007,2,12,12,2462
56009,2,15,15,2312
56011,1,6,6,1149
56013,9,34,33,6980
56015,2,12,11,1723
56017,2,4,3,658
56019,1,5,5,1292
56021,4,46,44,15171
56023,2,13,13,3521
56025,2,35,34,13318
56027,1,4,4,878
56029,3,16,16,3997
56031,2,14,14,1255
56033,4,21,20,4537
56035,2,9,9,1578
56037,2,29,29,8381
56039,3,11,9,2835
56041,3,13,13,4346
56043,2,6,6,1441
56045,2,7,7,1026
